Feed_ID,Feed_name,Catergory,Price(Won/kg),Concentrate(%),Forage(%),DM(%AF),NDF (%DM),Lignin (%NDF),CP (%DM),Sol-P (%CP),NPN (%Sol-P),NDICP (%CP),ADICP (%CP),Starch (%NSC),Crude fat (%DM),Crude ash (%DM),peNDF (%NDF),CHO-A (%/hr),CHO-B1 (%/hr),CHO-B2 (%/hr),CHO-C (%/hr),Protein-A (%/hr),Protein-B1 (%/hr),Protein-B2 (%/hr),Protein-B3 (%/hr),Protein-C (%/hr),ID-CHO-A (%),ID-CHO-B1 (%),ID-CHO-B2 (%),ID-CHO-C (%),ID-Protein-A (%),ID-Protein-B1 (%),ID-Protein-B2 (%),ID-Protein-B3 (%),ID-Protein-C (%),ID-Fat (%),ID-Ash (%),Methionine (%UIP),Lysine (%UIP),Arginine (%UIP),Threonine (%UIP),Leucine (%UIP),Isoleucine (%UIP),Valine (%UIP),Histidine (%UIP),Phenylalanine (%UIP),Tryptophan (%UIP),TDN (%DM),ME (Mcal/kg),NEm (Mcal/kg),NEg (Mcal/kg),RUP-3X (%CP),RUP-1X (%CP),Ca (%),P (%),Mg (%),Cl (%),K (%),0 (%),S (%),Co (mg/kg),Cu (mg/kg),I (mg/kg),Fe (mg/kg),Mn (mg/kg),Se (mg/kg),Zn (mg/kg),Vit A (1000 IU/kg),Vit D (1000 IU/kg),Vit E (IU/kg),Ca-Bio,P-Bio,Mg-Bio,Cl-Bio,K-Bio,0-Bio,S-Bio,Co-Bio,Cu-Bio,I-Bio,Fe-Bio,Mn-Bio,Se-Bio,Zn-Bio,VitA-Bio,VitD-Bio,VitE-Bio,Starch,Sugar,Lactic,Acetic,Proprionic,Butyric,Isobutyric,pH,AmmoniaCPE
510,Ryegrass Silage_8714__04/02/13,Forage,,0,100,35,50.2858,12.000406,11.8859,58.179355,,,,4.34967,3.0171,7.2229,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,4.370857,11.653171,11.054143,10.920743,19.035771,10.248886,14.740143,4.347057,12.240914,4.310257,58.174771,2.27972,1.41042,0.827451,27.127773,27.127773,0.594,0.2917,0.2917,0.0739,1.4253,0.0083,0.0915,0.053943,9.142857,,292.5715,77.714286,,26.514286,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
511,SALT_42__11/29/13,Non calory,130,100,0,99.9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.720721,0,39.379379,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
512,SALT_42__03/12/14,Non calory,130,100,0,99.9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.720721,0,39.379379,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
513,SELENIUM AMINO ACID_81610__07/25/13,Non calory,,100,0,,0,,,,,,,,,100,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
514,SODIUM BICARBONATE_393__11/29/13,Non calory,360,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05102,0,0.010204,0,0.010204,24.591837,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
515,SODIUM BICARBONATE_393__03/12/14,Non calory,360,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05102,0,0.010204,0,0.010204,24.591837,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
516,Sor Sudan / Fre - EV_8719__04/02/13,Forage,,0,100,18,55.0005,11.999891,16.9998,67.639737,,,,7.94702,3.9002,8.9995,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,8.098111,23.931333,22.849611,22.016278,37.160222,21.019556,28.529444,8.784444,24.062056,6.428167,55.575322,2.078411,1.225561,0.659228,22.471017,22.471017,0.4277,0.4109,0.3501,0.0781,2.139,0.0109,0.1108,0.311,11,,200.0002,99,,30,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
517,Sor Sudan / Fre - FB_8721__04/02/13,Forage,,0,100,23,65.0004,12.000542,7.0002,57.940202,,,,7.22909,1.7997,9.6001,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,7.378652,15.422522,14.360478,15.198957,28.701652,13.61513,22.670783,6.012261,18.155391,10.105304,47.689522,1.799209,0.959352,0.41267,26.526699,26.526699,0.5519,0.3091,0.3609,0.1302,2.1389,0.0221,0.1092,0.252,10,,200,90,,30,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
518,Sor Sudan / Fre - MB_8720__04/02/13,Forage,,0,100,23,60.0001,12.000147,8.9998,59.879775,,,,6.416941,1.7997,10.4999,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,6.985652,16.671391,15.690696,15.966043,28.845565,14.685826,22.541087,6.338304,18.410565,8.188609,49.524791,1.860191,1.018522,0.467909,25.756706,25.756706,0.4301,0.3609,0.3521,0.1302,2.1389,0.0221,0.1092,0.309,11,,200,93,,30,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
519,Sorghum Fodder_8723__04/02/13,Forage,,0,100,89,74.9999,12.000149,4.9999,25.0001,,,,14.633789,2.4,9.4,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,2.089933,3.404562,3.092202,3.570854,7.350483,3.020281,5.919,1.40227,4.573124,3.503438,43.31004,1.660251,0.82221,0.28377,40,40,0.4,0.21,0.29,0.0901,1.47,0.0301,0.11,0.3,35,,200,73,,32,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
520,Sorghum Hay - Whole Plant_8744__04/02/13,Forage,,0,100,87,48.0001,11.874975,7.5,56.17,,,,3.658559,3,8.7001,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,1.91954,4.176241,3.90192,4.078931,7.59923,3.684287,5.983138,1.615322,4.81992,2.51954,57.56487,2.15792,1.299251,0.72659,27.6,27.6,0.35,0.2101,0.2901,0.13,1.37,0.02,0.11,0.3,35,,285,73,,32,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
521,Sorghum Sil - Dough_8717__04/02/13,Forage,,0,100,28,45.0003,12.000142,6,25,,,,5.60438,3.2998,9.2998,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,6.303571,11.898821,10.976179,12.011893,23.488107,10.523821,18.702393,4.738107,14.755964,9.482143,58.569879,2.403389,1.521289,0.927111,35,35,0.35,0.211,0.2891,0.1288,1.3709,0.021,0.1109,0.3,35,,285.0001,74.8,,32,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
522,Sorghum Silage_8716__04/02/13,Forage,,0,100,30,47.9999,11.875441,7.4999,25.000067,,,,7.77418,2.9999,8.6998,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,5.566733,12.111267,11.3157,11.829033,22.037633,10.6846,17.3509,4.6845,13.977967,7.306767,57.56513,2.32728,1.45329,0.8661,34.999933,34.999933,0.3501,0.21,0.2901,0.1301,1.3703,0.0201,0.11,0.3,35,,284.9998,73,,32,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
523,Sorghum Stover_8722__04/02/13,Forage,,0,100,88,70,12,5,25,,,,9.756098,1.7,11,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,2.113636,3.443182,3.127273,3.611364,7.434091,3.054545,5.986364,1.418182,4.625,3.543182,43.825,1.67092,0.83285,0.29382,40,40,0.52,0.28,0.28,0.13,1.2,0.0201,0.11,0.3,35,,285,73,,32,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
524,Sorghum Sudan Silag_8718__04/02/13,Forage,,0,100,28,50,12,11,25,,,,4.545437,2.8,9.7999,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,5.532464,14.347393,13.584429,13.51625,23.769464,12.623393,18.448036,5.376607,15.2565,5.724036,55.870089,2.1145,1.259121,0.689961,40,40,0.4612,0.211,0.439,0.1288,2.2501,0.021,0.0612,0.311,37,,127.0003,99,,30,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
525,SOY HULLS_LOC_16__07/25/13,Fiber,,100,0,88.08,62.375114,2.99,13.090372,26.000002,72,20,14,2,2.758856,4.813806,30,350,40,8,0,100000,150,12,0.15,0,100,75,20,0,100,100,100,80,0,95,50,1.318279,6.81997,5.468994,3.963022,7.035116,4.068086,5.02785,2.942904,4.607107,1.267972,82.843438,2.858617,1.913885,1.272355,41.199998,41.199998,0.613079,0.181653,0.249773,0.039737,1.453224,0.009083,0.20436,0.13624,20.435967,0.056767,333.787466,32.924614,0.363306,54.495913,0,0,1.135332,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
526,SOY HULLS_LOC_16__03/12/14,Fiber,,100,0,86.61,62.244545,2.99,13.439557,26.000001,72,20,14,2.000002,2.955779,4.814687,30,350,40,8,0,100000,150,12,0.15,0,100,75,20,0,100,100,100,80,0,95,50,1.335827,6.899434,5.612308,4.006581,7.172613,4.137617,5.070327,3.005034,4.749636,1.289008,83.070084,2.864484,1.918808,1.276596,41.199996,41.199996,0.623485,0.184736,0.254012,0.040411,1.477889,0.009237,0.207828,0.138552,20.78282,0.05773,339.452719,33.483431,0.369472,55.420852,0,0,1.154601,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
527,SOYBEAN MEAL_LOC(FOR PELLET)_80037__07/25/13,Protein,,100,0,87.53,10.453559,2.5,53.912944,15.000001,55,5,2,3.999999,1.965041,6.512053,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.62991,7.143299,8.319251,4.328756,8.78452,5.187936,5.531338,3.032412,5.935885,1.594219,89.112304,3.14699,2.151936,1.475734,30,30,0.31989,0.719753,0.308466,0.030847,2.513424,0.034274,0.354164,0.102822,26.276705,0.148521,135.953387,33.131498,0.34274,49.126014,0,0,7.997258,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
528,SOYBEAN MEAL_LOC(FOR PELLET)_80037__03/11/14,Protein,,100,0,87.36,9.363553,2.5,53.4913,15,55,5,2,4.000002,1.797161,6.719322,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.633059,7.156868,8.334375,4.337637,8.80269,5.199473,5.54573,3.038336,5.940797,1.594483,88.919414,3.143716,2.149267,1.473489,30,30,0.320513,0.721154,0.309066,0.030907,2.518315,0.034341,0.354853,0.103022,26.327839,0.14881,136.217949,33.195971,0.343407,49.221612,0,0,8.012821,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
529,SOYBEAN MEAL_LOC_37__07/25/13,Protein,,100,0,87.53,10.453559,2.5,53.912944,15.000001,55,5,2,3.999999,1.965041,6.512053,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.62991,7.143299,8.319251,4.328756,8.78452,5.187936,5.531338,3.032412,5.935885,1.594219,89.112304,3.14699,2.151936,1.475734,30,30,0.31989,0.719753,0.308466,0.030847,2.513424,0.034274,0.354164,0.102822,26.276705,0.148521,135.953387,33.131498,0.34274,49.126014,0,0,7.997258,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
530,SOYBEAN MEAL_LOC_37__03/11/14,Protein,,100,0,88.03,9.655799,2.5,51.789163,14.999999,55,5,2,4,2.215154,6.611382,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.620493,7.100988,8.266489,4.306464,8.740168,5.165966,5.518619,3.015381,5.867954,1.57051,89.375213,3.157344,2.160354,1.482847,30,30,0.318073,0.715665,0.306714,0.030671,2.499148,0.034079,0.352153,0.102238,26.127457,0.147677,135.181188,32.943315,0.340793,48.846984,0,0,7.951835,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
531,SOYBEAN MEAL_PRC(FINE)_82996__07/25/13,Protein,,100,0,87.86,9.207831,2.5,53.346233,15,55,5,2,4,0.990212,6.624175,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.623754,7.116025,8.28657,4.313089,8.752971,5.170396,5.515399,3.021079,5.904689,1.58443,88.26656,3.127237,2.135852,1.462133,30,30,0.318689,0.71705,0.307307,0.030731,2.503984,0.034145,0.352834,0.102436,26.17801,0.147963,135.44275,33.007057,0.341452,48.941498,0,0,7.967221,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
532,SOYBEAN MEAL_PRC(FINE)_82996__03/11/14,Protein,,100,0,87.86,9.207831,2.5,53.346233,15,55,5,2,4,0.990212,6.624175,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.623754,7.116025,8.28657,4.313089,8.752971,5.170396,5.515399,3.021079,5.904689,1.58443,88.26656,3.127237,2.135852,1.462133,30,30,0.318689,0.71705,0.307307,0.030731,2.503984,0.034145,0.352834,0.102436,26.17801,0.147963,135.44275,33.007057,0.341452,48.941498,0,0,7.967221,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
533,SOYBEAN MEAL_PRC_2996__07/25/13,Protein,,100,0,87.86,9.207831,2.5,53.346233,15,55,5,2,4,0.990212,6.624175,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.623754,7.116025,8.28657,4.313089,8.752971,5.170396,5.515399,3.021079,5.904689,1.58443,88.26656,3.127237,2.135852,1.462133,30,30,0.318689,0.71705,0.307307,0.030731,2.503984,0.034145,0.352834,0.102436,26.17801,0.147963,135.44275,33.007057,0.341452,48.941498,0,0,7.967221,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
534,SOYBEAN MEAL_PRC_2996__03/11/14,Protein,,100,0,87.86,9.207831,2.5,53.346233,15,55,5,2,4,0.990212,6.624175,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.623754,7.116025,8.28657,4.313089,8.752971,5.170396,5.515399,3.021079,5.904689,1.58443,88.26656,3.127237,2.135852,1.462133,30,30,0.318689,0.71705,0.307307,0.030731,2.503984,0.034145,0.352834,0.102436,26.17801,0.147963,135.44275,33.007057,0.341452,48.941498,0,0,7.967221,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
535,SOYBEAN MEAL_SA(FINE)_85311__07/25/13,Protein,,100,0,87.43,11.689351,2.5,53.551413,14,55,5,2,7.000001,1.990164,6.668192,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.63174,7.151607,8.329361,4.333455,8.793972,5.192977,5.535423,3.035903,5.946815,1.597667,88.802471,3.146506,2.151538,1.475409,30,30,0.308818,0.720576,0.274505,0.045751,2.653551,0.045751,0.423196,0.125815,21.731671,0.057189,152.121697,43.463342,0.308818,62.907469,0.571886,0,3.431316,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
536,SOYBEAN MEAL_SA(FINE)_85311__03/11/14,Protein,,100,0,87.39,11.591715,2.5,51.069916,14,55,5,2,7.000001,1.968189,6.602586,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.632315,7.152809,8.326616,4.338139,8.804589,5.204245,5.560179,3.037521,5.908903,1.580993,88.858565,3.151928,2.155945,1.479128,30,30,0.30896,0.720906,0.274631,0.045772,2.654766,0.045772,0.423389,0.125873,21.741618,0.057215,152.191326,43.483236,0.30896,62.936263,0.572148,0,3.432887,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
537,SOYBEAN MEAL_SA_5311__07/25/13,Protein,,100,0,87.43,11.689351,2.5,53.551413,14,55,5,2,7.000001,1.990164,6.668192,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.63174,7.151607,8.329361,4.333455,8.793972,5.192977,5.535423,3.035903,5.946815,1.597667,88.802471,3.146506,2.151538,1.475409,30,30,0.308818,0.720576,0.274505,0.045751,2.653551,0.045751,0.423196,0.125815,21.731671,0.057189,152.121697,43.463342,0.308818,62.907469,0.571886,0,3.431316,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
538,SOYBEAN MEAL_SA_5311__03/11/14,Protein,,100,0,87.39,11.591715,2.5,51.069916,14,55,5,2,7.000001,1.968189,6.602586,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.632315,7.152809,8.326616,4.338139,8.804589,5.204245,5.560179,3.037521,5.908903,1.580993,88.858565,3.151928,2.155945,1.479128,30,30,0.30896,0.720906,0.274631,0.045772,2.654766,0.045772,0.423389,0.125873,21.741618,0.057215,152.191326,43.483236,0.30896,62.936263,0.572148,0,3.432887,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
539,SOYBEAN MEAL_USA(COARSE)_6774__07/25/13,Protein,,100,0,87.75,8.524217,2.5,53.321937,15.000001,55,5,2,4,1.299145,7.076923,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.625789,7.125345,8.297972,4.318108,8.762701,5.175453,5.518484,3.024855,5.919202,1.589447,88.232479,3.124718,2.133801,1.460399,30,30,0.330484,0.717949,0.307692,0.030769,2.507123,0.034188,0.353276,0.125356,21.652422,0.05698,151.566952,43.304843,0.307692,62.678063,0.569801,0,3.418803,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
540,SOYBEAN MEAL_USA(COARSE)_6774__03/11/14,Protein,,100,0,87.75,8.524217,2.5,53.321937,15.000001,55,5,2,4,1.299145,7.076923,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.625789,7.125345,8.297972,4.318108,8.762701,5.175453,5.518484,3.024855,5.919202,1.589447,88.232479,3.124718,2.133801,1.460399,30,30,0.330484,0.717949,0.307692,0.030769,2.507123,0.034188,0.353276,0.125356,21.652422,0.05698,151.566952,43.304843,0.307692,62.678063,0.569801,0,3.418803,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
541,SOYBEAN MEAL_USA(FINE)_6775__07/25/13,Protein,,100,0,87.75,8.524217,2.5,53.321937,15.000001,55,5,2,4,1.299145,7.076923,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.625789,7.125345,8.297972,4.318108,8.762701,5.175453,5.518484,3.024855,5.919202,1.589447,88.232479,3.124718,2.133801,1.460399,30,30,0.330484,0.717949,0.307692,0.030769,2.507123,0.034188,0.353276,0.125356,21.652422,0.05698,151.566952,43.304843,0.307692,62.678063,0.569801,0,3.418803,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
542,SOYBEAN MEAL_USA(FINE)_6775__03/11/14,Protein,,100,0,87.75,8.524217,2.5,53.321937,15.000001,55,5,2,4,1.299145,7.076923,30,300,25,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.625789,7.125345,8.297972,4.318108,8.762701,5.175453,5.518484,3.024855,5.919202,1.589447,88.232479,3.124718,2.133801,1.460399,30,30,0.330484,0.717949,0.307692,0.030769,2.507123,0.034188,0.353276,0.125356,21.652422,0.05698,151.566952,43.304843,0.307692,62.678063,0.569801,0,3.418803,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
543,Soybean Straw_8784__04/02/13,Forage,,0,100,93,65.6452,10.647237,6.2689,25.00008,,,,6.936055,1.6774,9.1076,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,1.875957,3.651925,3.378688,3.659301,7.079667,3.228086,5.623591,1.444753,4.456892,2.747989,47.63378,1.84156,1.00051,0.45111,40,40,0.1723,0.0488,0.1148,0.3063,1.359,0.1819,0.1819,0.048806,3.827957,,150.2473,39.236559,,5.741935,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
544,Sugar Beet Silage_8724__04/02/13,Forage,,0,100,22,50,11.9998,13.3999,64.147867,,,,4.705753,2.4997,8.5997,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,6.830455,18.930273,18.002864,17.614091,30.328909,16.640545,23.409591,7.017682,19.554409,6.257182,56.905018,2.1411,1.283732,0.712441,24.017276,24.017276,1.5589,0.291,1.068,0.7272,5.7409,0.5412,0.291,0.091,9,,200,41,,24,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
545,Sunflower Meal 35% Protein_122__03/11/14,Protein,,100,0,89.6,32.410714,24.31,42.689732,24.000001,37,8,5,3.999999,1.662946,7.790179,30,300,35,4,0,100000,160,10,0.15,0,100,75,20,0,100,100,100,80,0,95,50,2.48048,3.832511,8.791786,3.875725,7.09606,4.624587,5.623482,2.75481,5.235502,1.299342,73.331585,2.525614,1.628984,1.023013,25.999999,25.999999,0.457589,1.294643,0.837054,0.111607,2.321429,0.100446,0.424107,0.558036,34.598214,0,251.116071,41.294643,0.357143,88.169643,0,0,16.741071,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
546,Sunflower Sil HiOil_8726__04/02/13,Forage,,0,100,30,55,12,12.0001,60.540079,,,,9.600077,10.7002,9.7998,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,5.091633,13.619333,12.9221,12.755433,22.2112,11.977667,17.194567,5.077733,14.286,4.991633,59.49533,2.31826,1.44518,0.8588,25.865618,25.865618,1.5001,0.3001,0.3001,0.2398,1.54,0.0302,0.1999,0.13,36.8,,200.0002,93,,30,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
547,Sunflower Sil LowOil_8725__04/02/13,Forage,,0,100,30,55,12,10.9998,59.56981,,,,5.70055,7.0998,5.8498,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,5.163733,13.390833,12.6787,12.615067,22.184933,11.781733,17.2182,5.018267,14.239333,5.342533,60.0525,2.30271,1.43118,0.84618,26.25075,26.25075,0.7999,0.3001,0.22,0.0801,1.0497,0.1002,0.1801,0.06,4,,86,15,,9.5,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
548,Sweet Potato Seedling_8783__04/02/13,Forage,,0,100,93,60.0107,8.958902,7.3978,25,,,,5.94881,1.4409,10.9785,,,,,0,100000,,,,0,100,75,20,0,100,100,100,80,0,95,50,1.801323,3.888839,3.631129,3.804817,7.106882,3.431269,5.599022,1.506409,4.505258,2.384462,48.68359,1.91812,1.0742,0.519651,40,40,0.32,0.2001,0.16,0.5199,1.6999,0.44,0.2099,0.08,10,,300,85,,11,,,,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
549,TAPIOCA PROMEANCE_3243__07/25/13,,,100,0,87.71,30.167598,2.54,2.975715,6.999998,73,15,5,72,1.527762,6.829324,30,300,40,5,0,100000,135,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,1.491768,4.374393,5.920328,3.834477,6.490389,3.647509,4.427682,1.938205,3.876411,1.149732,77.140349,2.670494,1.754395,1.133554,29.500003,29.500003,0.444647,0.057006,0.09121,0.013795,0.182419,0.011401,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
